Timestamp        S0C    S1C    S0U    S1U      EC       EU        OC         OU       PC     PU    YGC     YGCT    FGC    FGCT     GCT   
        22565.0 419392.0 419392.0 232375.3  0.0   3355520.0 2827132.9 4194304.0  2348745.5  774144.0 371990.0    182  129.393   4     11.764  141.157
        22580.0 419392.0 419392.0 232375.3  0.0   3355520.0 3325461.0 4194304.0  2348745.5  774144.0 372001.1    182  129.393   4     11.764  141.157
        22595.0 419392.0 419392.0  0.0   239776.1 3355520.0 226355.2 4194304.0  2374766.0  774144.0 372010.4    183  130.106   4     11.764  141.870
        22610.0 419392.0 419392.0  0.0   239776.1 3355520.0 573794.5 4194304.0  2374766.0  774144.0 372010.9    183  130.106   4     11.764  141.870
        22625.0 419392.0 419392.0  0.0   239776.1 3355520.0 1148950.4 4194304.0  2374766.0  774144.0 372016.8    183  130.106   4     11.764  141.870
        22640.1 419392.0 419392.0  0.0   239776.1 3355520.0 1824081.2 4194304.0  2374766.0  774144.0 372017.7    183  130.106   4     11.764  141.870
        22655.1 419392.0 419392.0  0.0   239776.1 3355520.0 2725719.5 4194304.0  2374766.0  774144.0 372025.4    183  130.106   4     11.764  141.870
        22670.1 419392.0 419392.0  0.0   239776.1 3355520.0 3101046.4 4194304.0  2374766.0  774144.0 372026.7    183  130.106   4     11.764  141.870
        22685.1 419392.0 419392.0 218068.9  0.0   3355520.0 387925.2 4194304.0  2411244.5  774144.0 372033.4    184  130.808   4     11.764  142.572
        22700.1 419392.0 419392.0 218068.9  0.0   3355520.0 677905.1 4194304.0  2411244.5  774144.0 372052.6    184  130.808   4     11.764  142.572
        22715.1 419392.0 419392.0 218068.9  0.0   3355520.0 1117110.7 4194304.0  2411244.5  774144.0 372059.1    184  130.808   4     11.764  142.572
        22730.1 419392.0 419392.0 218068.9  0.0   3355520.0 1584392.5 4194304.0  2411244.5  774144.0 372059.9    184  130.808   4     11.764  142.572
        22745.1 419392.0 419392.0 218068.9  0.0   3355520.0 2297231.9 4194304.0  2411244.5  774144.0 372061.1    184  130.808   4     11.764  142.572
        22760.1 419392.0 419392.0 218068.9  0.0   3355520.0 3237119.6 4194304.0  2411244.5  774144.0 372065.9    184  130.808   4     11.764  142.572
        22775.1 419392.0 419392.0  0.0   205801.9 3355520.0 572575.4 4194304.0  2446490.5  774144.0 372068.9    185  131.435   4     11.764  143.199
        22790.1 419392.0 419392.0  0.0   205801.9 3355520.0 1100251.2 4194304.0  2446490.5  774144.0 372070.1    185  131.435   4     11.764  143.199
        22805.1 419392.0 419392.0  0.0   205801.9 3355520.0 1643697.5 4194304.0  2446490.5  774144.0 372114.0    185  131.435   4     11.764  143.199
        22820.1 419392.0 419392.0  0.0   205801.9 3355520.0 2482824.0 4194304.0  2446490.5  774144.0 372159.0    185  131.435   4     11.764  143.199
